Student_ID,Attendance_%,CGPA_10,Backlogs,Credits_Earned,Credits_Attempted,Assignment_Submission_%,Average_Exam_Marks_%,Semester,Fee_Status,Scholarship,Previous_Academic_%,Course,Dropout
S0314,87.8,7.04,1,14,24,86.9,43.5,3,Paid,No,63.6,CIVIL,0
S0315,93.7,8.04,1,22,24,63,47.6,4,Paid,No,76.2,MECH,0
S0316,78.3,5.02,2,17,24,100,80.1,3,Paid,No,59.8,MECH,1
S0317,86.2,7.12,0,13,24,76.7,68.6,6,Pending,No,58.9,CSE,0
S0318,74.3,7.87,2,19,24,72.2,71.5,3,Paid,Yes,76.9,CSE,0
S0319,81.9,6.9,0,12,24,71.1,50.5,1,Paid,Yes,61.5,EEE,1
S0320,76.4,8.08,0,18,24,51.6,50.3,5,Paid,No,69.7,EEE,0
S0321,79.2,6.18,2,13,24,74.4,77.9,3,Paid,No,63.6,CIVIL,0
S0322,85.1,8.49,2,21,24,83.5,78.5,1,Paid,No,67.8,CIVIL,0
S0323,68.2,9.56,1,23,24,70.2,48.8,4,Pending,No,59.2,ECE,0
S0324,100,6.36,3,17,24,82.3,46.1,3,Paid,No,59.7,ECE,0
S0325,65.9,6.27,0,23,24,63,62.5,6,Paid,No,57.3,CSE,1
S0326,63.4,8.54,0,13,24,73.9,52.8,6,Paid,No,79,EEE,0
S0327,91.9,8.7,0,13,24,80.7,52.5,6,Paid,No,70.2,CSE,0
S0328,87.5,6.17,0,21,24,78.8,46.5,5,Paid,No,79.9,CSE,1
S0329,85.5,6.3,1,24,24,51.9,57.4,3,Paid,No,81.3,EEE,0
S0330,85.5,6.46,0,19,24,69.4,47.8,4,Paid,No,62,ECE,0
S0331,77.9,5.19,2,23,24,100,48.7,3,Paid,Yes,79.5,EEE,0
S0332,67.2,5.7,0,13,24,68.6,68.2,5,Paid,Yes,67.8,MECH,1
S0333,78.9,5.6,1,18,24,76.2,63.2,1,Paid,No,65.9,MECH,0
S0334,69.9,5.88,0,14,24,74.7,70.8,5,Paid,No,84.3,MECH,1
S0335,89.7,6.76,1,19,24,99.5,40.9,6,Pending,No,75.2,CIVIL,1
S0336,76.2,7.08,1,18,24,95.4,64.1,1,Paid,Yes,63.4,ECE,0
S0337,68.1,8.66,1,19,24,88.1,93.1,6,Pending,No,74.4,ECE,0
S0338,74.1,5.6,0,18,24,61.4,58.8,2,Paid,No,51.5,CIVIL,0
S0339,83,7.98,4,22,24,81.4,75.5,5,Paid,No,71.2,CSE,1
S0340,71.2,6.54,1,17,24,84.5,75.4,5,Paid,No,48.5,MECH,1
S0341,68.1,6.74,2,24,24,65.5,76.1,4,Paid,Yes,55.2,MECH,0
S0342,80.9,7.61,1,18,24,62.9,66.3,3,Paid,No,75.6,CSE,0
S0343,80.9,5.45,1,16,24,100,71.9,1,Paid,No,35,EEE,0
S0344,71.9,7.26,2,18,24,71.5,73.8,1,Paid,No,91.4,EEE,0
S0345,72.3,7,0,12,24,100,72.9,4,Paid,No,78.8,ECE,0
S0346,80.8,7.39,0,12,24,91,48.4,4,Pending,No,44.1,CIVIL,0
S0347,60.6,7.15,0,20,24,82.1,40.1,3,Paid,Yes,99.2,ECE,0
S0348,61.1,9.75,0,16,24,82.8,42.2,6,Paid,No,100,EEE,0
S0349,69.4,6.03,2,24,24,55,60.2,3,Paid,No,65.7,CSE,1
S0350,75.4,6.16,0,16,24,79.1,72.3,5,Paid,No,56,ECE,1
S0351,81.7,6.05,2,14,24,97.3,48.5,6,Paid,Yes,89.9,MECH,0
S0352,95.7,6.13,2,16,24,86.2,76.9,2,Paid,Yes,63.5,MECH,0
S0353,88.3,6.04,1,14,24,78.3,57,3,Pending,Yes,70.1,CSE,0
S0354,76.1,8.23,0,20,24,100,57.1,4,Pending,Yes,83.8,EEE,1
S0355,77.8,8.5,3,20,24,73.2,52.3,6,Paid,Yes,66,MECH,0
S0356,66,6.12,1,17,24,66.7,37.6,3,Paid,No,64.9,MECH,1
S0357,77.8,5.8,1,12,24,78.3,67.2,1,Pending,Yes,51.5,CIVIL,1
S0358,74.5,7.37,2,18,24,87.5,88,2,Paid,Yes,59.8,ECE,1
S0359,81.9,6.14,0,18,24,50.2,63.1,5,Pending,No,64.6,EEE,0
S0360,68.1,7.56,1,21,24,80.3,38.1,1,Paid,Yes,51.9,ECE,1
S0361,84.2,7.04,0,21,24,88.2,74.9,1,Paid,Yes,53.1,EEE,0
S0362,96.4,4.98,0,15,24,72,41.3,2,Paid,Yes,68.4,MECH,1
S0363,76.7,8.66,0,19,24,92.6,47.1,5,Paid,Yes,44,CIVIL,0
S0364,82.8,8.96,2,17,24,85.6,60.7,4,Paid,No,56.6,ECE,0
S0365,86.3,6.06,3,15,24,100,65.7,6,Paid,Yes,93.3,MECH,0
S0366,73.2,6.33,3,15,24,64.7,49.9,5,Paid,No,63.5,EEE,0
S0367,80.7,7.14,0,13,24,88.5,60.1,3,Paid,No,61.9,ECE,0
S0368,78.2,7.2,2,13,24,60.7,74,1,Paid,No,63.5,ECE,0
S0369,79.2,7.59,1,23,24,51.8,75.9,3,Paid,No,63.7,MECH,0
S0370,68.7,9.21,2,15,24,45.5,81.5,4,Paid,No,75.5,ECE,0
S0371,78.3,6.59,2,16,24,84.1,90.7,3,Paid,No,74.6,CIVIL,1
S0372,84,5.84,1,19,24,78.8,75.3,5,Paid,Yes,62.9,CIVIL,0
S0373,95.4,5.14,2,17,24,68.8,61,3,Pending,No,65.2,MECH,1
S0374,89.5,5.92,1,15,24,49.4,76,4,Pending,No,85.1,EEE,1
S0375,100,6.76,2,24,24,65.6,70.5,4,Paid,Yes,48.4,MECH,0
S0376,68.8,8.95,2,22,24,76.1,71.1,4,Paid,Yes,67.3,CIVIL,0
S0377,88.5,6.18,2,18,24,87.9,66.5,5,Paid,No,69.8,CSE,0
S0378,80.2,7.07,1,19,24,75.8,51.2,4,Pending,No,57.9,CSE,0
S0379,100,6.78,0,13,24,79.8,49.6,1,Paid,Yes,66.5,ECE,0
S0380,68.3,8.23,0,23,24,70.4,62.6,4,Paid,No,56.1,ECE,0
S0381,67.9,9.83,2,18,24,100,66.1,3,Paid,Yes,76.3,CSE,0
S0382,70.8,6.16,1,13,24,60.7,54.5,6,Paid,No,50.6,CIVIL,0
S0383,52.5,6.21,0,13,24,65.5,69.9,3,Paid,Yes,81.8,ECE,0
S0384,71.7,8.05,4,19,24,68.6,93.1,6,Paid,Yes,67,MECH,0
S0385,68.9,7.62,3,13,24,84.1,39.6,3,Pending,No,62.2,MECH,1
S0386,79.8,9.02,2,22,24,60.4,72.2,5,Pending,No,54.9,CIVIL,1
S0387,82.1,7.5,0,20,24,78,63.1,3,Paid,No,81.4,ECE,0
S0388,100,6.37,1,23,24,78.5,70.3,5,Paid,No,59.5,MECH,0
S0389,89.4,7.51,2,12,24,65.6,58,5,Paid,Yes,52.8,ECE,0
S0390,71.1,8.13,1,20,24,80.9,62,4,Pending,No,81.7,ECE,1
S0391,67.2,7.78,3,12,24,60.9,65.8,1,Paid,Yes,56.2,MECH,1
S0392,83.9,7.41,0,21,24,59.2,59.8,6,Paid,No,66.8,CSE,0
S0393,62.2,8.08,2,24,24,77.5,42.7,4,Paid,Yes,78.6,MECH,0
S0394,100,8.2,1,21,24,51.1,60.7,4,Paid,No,70.1,CIVIL,0
S0395,92.2,8.46,1,13,24,43.8,44.2,5,Paid,No,90.5,EEE,0
S0396,72.4,7.58,0,17,24,84,73.1,5,Paid,No,57.1,MECH,0
S0397,57.4,6.6,2,17,24,91.7,37.9,6,Paid,No,65.3,ECE,1
S0398,94.2,6.98,0,12,24,69,78.4,3,Pending,Yes,66.3,ECE,0
S0399,76.6,8.25,0,18,24,66,70,3,Pending,No,76.1,MECH,0
S0400,92.9,5.82,1,19,24,91.1,70.1,4,Pending,No,84.8,EEE,0
S0401,58.9,7.24,2,13,24,58.8,33.7,2,Paid,Yes,69,MECH,1
S0402,70.8,6.33,1,19,24,55.5,59.4,2,Paid,No,66.2,EEE,1
S0403,78.1,6.83,2,20,24,86.6,80.1,3,Paid,Yes,48.7,EEE,0
S0404,78.6,8.33,0,17,24,76.1,56.7,2,Pending,No,69.5,CIVIL,0
S0405,72.6,7.03,1,16,24,92,48.9,3,Paid,No,59.5,ECE,0
S0406,85.5,6.86,1,23,24,43.9,55.1,5,Paid,No,76,ECE,0
S0407,65.2,5.17,0,20,24,55,63,4,Paid,Yes,62.7,EEE,1
S0408,76.3,7.7,1,24,24,76.2,52.1,1,Paid,Yes,64.9,ECE,1
S0409,79.4,7.57,1,23,24,82.3,81.3,4,Paid,No,49,CSE,0
S0410,84.2,9.4,2,22,24,88.7,63.1,3,Paid,Yes,44.5,EEE,1
S0411,86.5,6.43,0,20,24,78.6,56.2,3,Paid,Yes,92.2,ECE,0
S0412,64.5,7.06,0,12,24,78.5,45.8,4,Paid,No,69.7,CSE,1
S0413,59.6,7.1,0,22,24,70.2,70.8,6,Pending,No,73.3,CIVIL,1
S0414,93.3,8.69,0,14,24,99.9,70.5,3,Paid,No,56.1,ECE,0
S0415,82,6.69,4,20,24,59.5,52.9,2,Paid,No,79.4,CSE,0
S0416,69,7.13,1,22,24,81.4,32.7,2,Paid,Yes,77,MECH,1
S0417,96.6,7.53,3,13,24,61.2,69.8,3,Pending,No,57.6,MECH,1
S0418,79.4,7.02,1,23,24,84,61.4,3,Paid,Yes,54.2,CSE,0
S0419,92.2,6.26,2,15,24,60.4,68.7,6,Pending,No,58.5,EEE,1
S0420,78.8,7.03,1,15,24,87.2,91.4,2,Paid,No,67.6,EEE,0
S0421,100,8.09,1,13,24,77.7,63.6,3,Pending,No,70.2,ECE,0
S0422,99.1,5.57,2,14,24,100,56.8,3,Pending,Yes,68.5,MECH,0
S0423,75,6.96,1,24,24,71.8,47.9,6,Paid,No,84.9,EEE,0
S0424,89.7,5.96,3,14,24,82.4,59.6,6,Paid,No,58.7,EEE,0
S0425,85.7,8.23,2,12,24,64.3,66.2,4,Paid,Yes,53.9,MECH,0
S0426,94.4,4.97,1,17,24,71.7,64.7,6,Paid,No,68,CIVIL,0
S0427,66.4,6.13,1,19,24,77.6,88.1,1,Paid,No,46,EEE,0
S0428,86.2,7.25,2,23,24,53.1,71,2,Paid,No,77,CSE,1
S0429,90.7,8.68,0,14,24,54.7,62.1,4,Paid,Yes,69.3,ECE,1
S0430,56.9,6.72,0,16,24,85,54.1,1,Paid,Yes,63.6,EEE,1
S0431,63.8,6.13,1,12,24,73.8,67.7,3,Paid,Yes,62.9,EEE,1
S0432,53.5,9.06,1,21,24,67.1,51.3,3,Paid,No,79.8,CIVIL,0
S0433,74.8,5.06,0,18,24,64.9,66.5,4,Paid,Yes,79.4,CSE,0
S0434,86.6,4.16,1,21,24,65.5,70.8,6,Paid,Yes,64.8,ECE,0
S0435,96,7.33,3,24,24,77.7,61,3,Paid,No,75.7,EEE,0
S0436,78.9,6.2,1,12,24,82.7,55.2,5,Paid,No,79.2,ECE,1
S0437,97.5,5.57,0,23,24,44.6,33.4,4,Pending,Yes,72.4,MECH,0
S0438,61.4,7.65,0,22,24,97.2,80,1,Paid,Yes,65.3,EEE,0
S0439,57.6,7.09,1,20,24,96.1,69.6,4,Paid,No,73,EEE,0
S0440,77.3,6.12,3,19,24,41,70,2,Paid,Yes,54.5,MECH,1
S0441,82.6,5.26,0,18,24,92.3,42.1,6,Paid,No,68.9,CIVIL,1
S0442,77.6,7.85,2,21,24,91.8,83.3,6,Pending,No,65,EEE,0
S0443,53.2,7.58,0,18,24,76,57.5,4,Pending,No,62.9,ECE,0
S0444,76.9,6.68,4,16,24,56.5,60,3,Paid,No,45.6,CSE,1
S0445,62.3,9.02,1,16,24,91.2,49,3,Paid,No,54.6,ECE,0
S0446,86,5.52,0,22,24,72.4,39,5,Paid,No,61.7,CIVIL,0
S0447,82.4,4.97,2,24,24,84.2,80.2,5,Paid,Yes,79.6,CSE,0
S0448,66.7,5.97,2,16,24,100,82,6,Pending,No,71.7,ECE,0
S0449,71.8,6.75,2,12,24,79.8,61.7,5,Paid,No,80.2,ECE,0
S0450,65.3,7.09,0,19,24,62.2,54.5,1,Paid,Yes,84.2,MECH,0
S0451,77.2,6.51,1,23,24,71,58.7,5,Paid,Yes,72.3,CIVIL,0
S0452,89.5,7.22,1,22,24,64.2,59.1,1,Pending,Yes,69.8,MECH,0
S0453,66.2,5.3,3,12,24,82.5,47.2,5,Paid,No,55.4,CSE,1
S0454,84,8.53,1,15,24,63.9,59.9,6,Paid,Yes,93.8,MECH,0
S0455,71.6,6.7,0,20,24,68.9,66.1,6,Paid,Yes,49.6,CIVIL,0
S0456,68.5,8.14,0,20,24,56.7,78.3,1,Paid,No,69.5,EEE,0
S0457,76.7,7.21,1,16,24,74,64.2,4,Paid,No,78.8,EEE,0
S0458,65.6,7.35,0,15,24,78.7,41.9,6,Pending,Yes,79,CSE,0
S0459,71.4,7.48,0,14,24,35.7,68.9,4,Paid,No,53,EEE,0
S0460,63.6,7.34,0,14,24,79.9,60.4,3,Paid,No,62.5,MECH,0
S0461,100,7.57,1,23,24,75.3,83.2,1,Paid,No,57.6,CSE,0
S0462,78.4,8.39,1,16,24,64.5,84,6,Paid,No,42.3,CIVIL,0
S0463,69.6,7.04,1,21,24,100,84.5,2,Pending,Yes,69.7,CSE,0
S0464,80.6,7.65,0,12,24,90.4,56.1,3,Paid,Yes,58.7,CSE,0
S0465,76.7,6.69,1,16,24,59.6,91.9,4,Paid,No,87.6,ECE,1
S0466,75.3,8.53,0,17,24,88.6,68.9,6,Pending,Yes,76,ECE,0
S0467,85.4,5.99,0,18,24,94.7,86.8,1,Paid,Yes,68.5,CSE,0
S0468,87.1,8.96,0,23,24,78,57,5,Paid,No,61.9,EEE,0
S0469,71.6,6.75,0,20,24,81.4,59.8,2,Paid,Yes,69.5,ECE,0
S0470,71.1,5.08,1,14,24,81.1,67.8,4,Paid,No,64.7,CIVIL,1
S0471,74.7,6.95,1,13,24,44.7,66.1,3,Paid,Yes,68.9,MECH,1
S0472,50.4,5.98,0,14,24,73.2,81.6,1,Paid,No,92.7,ECE,1
S0473,59.8,7.81,2,23,24,72.4,60.8,2,Paid,No,54.2,CSE,1
S0474,94.4,6.02,1,20,24,97.5,80.3,1,Paid,No,65.8,EEE,0
S0475,97.7,6.26,1,23,24,81,74.3,6,Paid,Yes,77.2,MECH,0
S0476,75,4.53,2,18,24,71.5,61,5,Paid,No,62.8,ECE,1
S0477,84.9,6.26,1,20,24,74.6,73.2,3,Pending,No,88.5,EEE,0
S0478,81.7,3.89,0,24,24,91.4,57.4,1,Paid,No,76.8,EEE,1
S0479,100,4.9,1,13,24,73.2,96.9,4,Paid,No,58.7,EEE,1
S0480,91.4,7.71,2,16,24,65.5,26.7,6,Paid,No,70.7,CSE,0
S0481,76.5,7.74,1,24,24,71.9,73.4,6,Paid,No,58.8,CIVIL,0
S0482,66.5,7.31,3,15,24,90.1,39.3,3,Paid,No,57.6,EEE,1
S0483,58.7,5.64,1,13,24,83.4,60.8,6,Paid,No,66.2,MECH,1
S0484,80.4,6.74,0,20,24,76.7,62.8,4,Paid,Yes,84.4,ECE,0
S0485,68.9,6.8,0,20,24,78.9,85.1,1,Paid,No,77.7,MECH,0
S0486,60.9,5.41,2,17,24,67.6,54.3,3,Paid,No,67.7,CSE,1
S0487,70.2,8.6,1,22,24,73.1,82.3,6,Paid,No,78.2,CSE,0
S0488,65,7.85,1,17,24,66.1,47.5,6,Pending,No,71.5,MECH,1
S0489,98.2,6.53,1,19,24,71.6,82.9,4,Paid,No,52.8,CIVIL,0
S0490,88.6,6.83,0,17,24,96.2,57.4,5,Paid,No,66.1,CSE,1
S0491,77.9,7.05,0,12,24,59.8,65,5,Paid,Yes,67,CSE,1
S0492,95.8,4.35,2,15,24,65.7,59.3,6,Paid,Yes,77.9,MECH,1
S0493,78.9,6.5,1,24,24,57.2,82,1,Paid,No,60.6,CSE,0
S0494,67.7,5.98,1,18,24,53.9,79.2,3,Paid,No,56.1,CIVIL,1
S0495,96.3,5.6,3,24,24,73.2,70.2,6,Paid,Yes,67.4,CIVIL,1
S0496,84.5,6.46,1,24,24,66.7,47.9,2,Paid,Yes,59.6,CIVIL,0
S0497,65.6,8.96,1,13,24,100,54,3,Paid,Yes,63.8,ECE,0
S0498,75.7,7.57,1,20,24,71.8,49.6,5,Paid,No,66.9,CIVIL,0
S0499,67.5,6.11,0,19,24,95.3,32.5,6,Pending,Yes,63,CIVIL,1
S0500,61.4,7.49,1,19,24,90.5,81.7,4,Paid,No,80.5,ECE,0
